"DOMAIN","OBSERVED","EXPECTED","RAW.P.VALUE","ADJ.P.VALUE"
"S1",0,0.44104,1,1
"S2",0,0.42834,1,1
"S2-S3_Linker",0,0.48195,1,1
"S3",0,0.42964,1,1
"S4",0,0.46095,1,1
"S4-S5_Linker",0,0.29033,1,1
"S5",0,0.44394,1,1
"Pore_Loop",0,0.9999,1,1
"S6",0,0.42034,1,1
"Helix_A",0,0.55566,1,1
"Helix_B",0,0.49385,1,1
"Helix_C",0,0.48245,1,1
"Helix_D",0,0.66627,1,1
"Ankyrin_G_Binding",0,0.26963,1,1
