"DOMAIN","OBSERVED","EXPECTED","RAW.P.VALUE","ADJ.P.VALUE"
"S1",0,0.06551,1,1
"S2",0,0.07091,1,1
"S2-S3_Linker",0,0.07671,1,1
"S3",0,0.07081,1,1
"S4",0,0.07341,1,1
"S4-S5_Linker",0,0.0392,1,1
"S5",0,0.06631,1,1
"Pore_Loop",0,0.12241,1,1
"S6",0,0.06921,1,1
