"DOMAIN","OBSERVED","EXPECTED","RAW.P.VALUE","ADJ.P.VALUE"
"S1",0,0.06611,1,1
"S2",0,0.06611,1,1
"S2-S3_Linker",0,0.07181,1,1
"S3",0,0.06831,1,1
"S4",0,0.07381,1,1
"S4-S5_Linker",0,0.0422,1,1
"S5",0,0.06781,1,1
"Pore_Loop",0,0.12591,1,1
"S6",0,0.06781,1,1
