"DOMAIN","OBSERVED","EXPECTED","RAW.P.VALUE","ADJ.P.VALUE"
"S1",0,0.59766,1,1
"S2",0,0.58356,1,1
"S2-S3_Linker",0,0.65937,1,1
"S3",0,0.60336,1,1
"S4",0,0.65567,1,1
"S4-S5_Linker",0,0.38064,1,1
"S5",0,0.58416,1,1
"Pore_Loop",0,1.13171,1,1
"S6",0,0.61636,1,1
"Helix_A",0,0.78338,1,1
"Helix_B",0,0.68537,1,1
"Helix_C",1,0.63066,0.4699,1
"Helix_D",0,0.956,1,1
"Ankyrin_G_Binding",0,0.49085,1,1
